student_id,class_number,course,Q1,Q2,Q3,question_response,summary
6708,18,COM214,4,4,3,NA,NA
6708,19,COM214,4,4,3,NA,NA
6708,20,COM214,4,3,3,NA,NA
6708,21,COM214,4,3,4,NA,NA
6708,22,COM214,4,3,4,NA,NA
6708,24,COM214,4,3,4,NA,NA
6708,25,COM214,3.96,2,4,NA,NA
6708,26,COM214,4,5,4,NA,NA
6709,5,COM214,3,4,4,nothing so far that I have encountered,NA
6709,7,COM214,3,4,4,nothing right now,NA
6709,8,COM214,3,2,4,na,NA
6709,9,COM214,2,2,3,no,NA
6709,12,COM214,4,3,3,na,NA
6709,13,COM214,2,3,3,na,NA
6709,14,COM214,2,2,3,no,NA
6709,15,COM214,3,3,3,NA,NA
6709,16,COM214,3,3,3,na,NA
6709,17,COM214,3,3,3,NA,NA
6709,18,COM214,2,2,3,NA,NA
6709,20,COM214,3,3,3,NA,NA
6709,22,COM214,3,3,3,NA,NA
6709,24,COM214,3,3,3,NA,NA
6709,25,COM214,3,3,3,NA,NA
6711,5,COM214,4,3,4,NA,NA
6711,7,COM214,4,3,4,NA,NA
6711,9,COM214,4,3,3,NA,NA
6711,12,COM214,3,4,4,NA,NA
6711,13,COM214,3,3,3,NA,NA
6711,14,COM214,4,5,3,NA,NA
6711,15,COM214,3,2,4,NA,NA
6711,16,COM214,4,3,4,NA,NA
6711,17,COM214,4,3,4,NA,NA
6711,19,COM214,2,3,4,NA,NA
6711,20,COM214,3,4,4,NA,NA
6711,21,COM214,3,3,3,NA,NA
6711,24,COM214,3,2,3,NA,NA
6712,5,COM214,3,3,3,let us pick our groups,I would like to be able to choose my own group members.
6712,7,COM214,3.5,3.5,3.5,less reading,I would be more comfortable with less reading assigned.
6712,8,COM214,3.5,4,3,nah,NA
6712,9,COM214,3,3,3,group projects,I would appreciate opportunities for group projects in this course.
6712,11,COM214,3,3,3,3,NA
6712,13,COM214,3,3,3,NA,NA
6712,14,COM214,3,3,3,less work,I would be more comfortable with a lighter workload.
6712,15,COM214,3,3,3,3,NA
6713,5,COM214,3,5,4,NA,NA
6713,9,COM214,3,5,4,NA,NA
6713,11,COM214,4,3,3,NA,NA
6713,12,COM214,3,4,3,NA,NA
6713,13,COM214,2,3,3,NA,NA
6713,14,COM214,3,2,4,NA,NA
6713,15,COM214,4,4,4,NA,NA
6713,18,COM214,3,3,3,NA,NA
6713,19,COM214,4,3,3,NA,NA
6713,25,COM214,4,4,4,NA,NA
6714,14,COM214,3,3,3,3,NA
6714,16,COM214,3,4,3,I feel ok at where I am at right now,NA
6714,18,COM214,3,3,3,NA,NA
6714,19,COM214,3,3,3,3,NA
6714,21,COM214,3,3,3,.,NA
6714,22,COM214,3,4,3,3,NA
6715,7,COM214,3,3,2.5,"The readings are super interesting, but I struggle to fill 500 words. It's difficult to find the motivation to keep reading knowing that I'll have to embellish some of what I'm writing simply because I can't find the content to fill the word count. The reflections are vital to tracking our understanding, but I think a lower minimum word count would be beneficial.",I find it challenging to meet the 500-word minimum for reflections and would benefit from a lower word count requirement to better reflect my understanding without unnecessary embellishment.
6715,9,COM214,3,3,3,pls lower min word count for reflections,I would be more comfortable if the minimum word count for reflections was lowered.
6715,13,COM214,2,2,4,no,NA
6715,16,COM214,2,3,3,NA,NA
6715,25,COM214,2,5,5,no,NA
6716,5,COM214,4,4,4,NA,NA
6716,7,COM214,4,4,4,None.,NA
6716,8,COM214,4,5,4,None.,NA
6716,10,COM214,4,5,4,None.,NA
6716,12,COM214,4,4,4,NA,NA
6716,13,COM214,4,4,4,None right now.,NA
6716,14,COM214,4,4,4,NA,NA
6716,15,COM214,4,4,4,NA,NA
6716,16,COM214,4,4,4,NA,NA
6716,17,COM214,4,4,4,NA,NA
6716,18,COM214,4,4,4,NA,NA
6716,19,COM214,4,4,4,NA,NA
6716,20,COM214,4,4,4,NA,NA
6716,21,COM214,4,4,4,NA,NA
6716,22,COM214,4,4,4,NA,NA
6716,24,COM214,4,5,4,NA,NA
6716,25,COM214,5,4,5,NA,NA
6716,26,COM214,4,4,4,NA,NA
6717,5,COM214,4,3,2,NA,NA
6717,7,COM214,4,3,2,NA,NA
6717,8,COM214,5,4,3,NA,NA
6717,9,COM214,3,1,3,NA,NA
6717,10,COM214,4,2,3,NA,NA
6717,12,COM214,2,4,3,NA,NA
6717,13,COM214,1,2,2,NA,NA
6717,14,COM214,3,3,2,NA,NA
6717,15,COM214,3,3,3,NA,NA
6717,16,COM214,2,4,3,NA,NA
6717,17,COM214,3,3,3,NA,NA
6717,18,COM214,2,2,3,NA,NA
6717,19,COM214,3,3,3,NA,NA
6717,20,COM214,3,4,3,NA,NA
6717,21,COM214,3,3,3,NA,NA
6717,22,COM214,2,3,3,NA,NA
6717,24,COM214,3,4,3,NA,NA
6717,25,COM214,3,4,3,NA,NA
6717,26,COM214,4,4,3,NA,NA
6718,5,COM214,4,4,3,I find the readings very interesting and helpful during homework but I get discouraged by the forum posts. I find that 500 words is much longer than can be easily written about our homework assignments and struggle to reach the desired lenght of post despite having read and absorbed the homework content.,"I find the 500-word forum post requirement challenging and discouraging, as it's difficult to write that much about the homework even though I understand and engage with the material."
6718,7,COM214,2,3,3,NA,NA
6718,8,COM214,3,3,3,NA,NA
6718,9,COM214,3,3,3,NA,NA
6718,10,COM214,3,3,3,NA,NA
6718,13,COM214,3,3,3,NA,NA
6718,14,COM214,3,3,3,NA,NA
6718,15,COM214,3,3,3,NA,NA
6718,16,COM214,3,3,3,NA,NA
6718,18,COM214,2,3,3,NA,NA
6718,20,COM214,3,3,3,NA,NA
6718,22,COM214,3,3,3,NA,NA
6718,25,COM214,3,3,3,NA,NA
